SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10102179	249	10000133	MJM International Corp.	10009179	MJM LOW RESIDENT BED "600" SERIES	Specifically designed to safely contain the disoriented residents without restraints. 300 lb weight capacity. Vertically supported through-out entire frame. Single wheel heavy duty zinc plated casters (3" x 1 1/4") come with removable bolt/nut for easy maintenance. All casters have threaded stem and double wall reinforced with schedule 40 1" PVC. Multi-position elevated headrest.	690-C	Safety Pad, Anti-Bacterial Protection				ea	78.2900	0		Mfr. Direct	4	Extended Care/Home Health	41	Beds & Bedding	459	Beds/Bed Frames	N	N
AIM	10196114	245	111	Midmark Corporation (Ritter Medical)	10022149	RITTER 279 AIR-LIFT STOOL	Basic stool w/handle release - pneumatically adjustable. Replaces Model 128. Chrome five leg base. Hand operated. Weight capacity: 225 pounds. Stool weight: 30 pounds. Shipping weight: 35 pounds.	279-001-232	Surgeon Stool, Armrest, Air-Lift, Aluminum Base, Hand Release, Shadow	i32143.jpg	https://secure.ndc-inc.com/AIMImage/i32143.jpg		ea	775.0000	0		Mfr. Direct	10	Equipment & Furniture	101	Seating	687	Stools	N	N
AIM	10298530	825	10000998	Unico	10034187	UNICO POWERSPIN™ CENTRIFUGES & ACCESSORIES		C858HE	Centrifuge, LX, Variable Speed 300-4,000 RPM, 30 min. Timer, 8 Place Rotor, 8 x 10mL Capacity, 220V, 18 Place Tube Holdster™ Rack (DROP SHIP ONLY)			UNI C858HE	ea	354.3600	0		Drop Ship Only	9	Lab Equipment & Accessories	94	Sample Collection & Processing	641	Mixers/Rotators/Grinders	N	N
AIM	10333219	894	10001076	Globe Scientific, Inc.	10038158	GLOBE SCIENTIFIC URINALYSIS CENTRIFUGE TUBE		112011	Tube, Urine Centrifuge, 12 ml, PS, Flared Top, Graduated, 500/cs			GLS 112011	cs	47.6100	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	639	Tubes/Vials/Cuvettes	N	N
AIM	10369154	589	10000714	Hygenic/Performance Health	10041884	HYGENIC/PERFORMANCE HEALTH STORAGE		081186501	Sammons Preston Storage Rack, 33" L x 5.25" Bases (US Only)			HPH 081186501	ea	172.5700	0		14-21 Days	4	Extended Care/Home Health	45	Miscellaneous	0		N	N
AIM	10092080	248	88	Integra Miltex	10007309	MILTEX LANGENBECK RETRACTORS		11-162	Langenbeck Retractor, 8", Blade 3/8" x 1½"				ea	80.4500	0		Mfr. Direct	7	Instruments	73	General Surgery	553	Retractors	N	N
AIM	10376333	792	10000958	Medegen Medical Products, LLC	10009828	MEDEGEN PATIENT PERSONAL BELONGINGS BAGS	Offered in various colors, materials and sizes specific to needs.	V50-50	Patient Belongings Bag, 20" x 20" x 4", Drawstring Closure, Clear/Blue, 25/pk, 10 pk/cs			MDG V50-50	cs	35.4800	0		14-21 Days	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	764	Patient Belonging/Bedside	N	N
AIM	10359887	397	334	Hillrom	10018191	WELCH ALLYN MACROVIEW™ OTOSCOPE & ACCESSORIES	30% higher magnification over standard otoscopes. Nearly a full view of the tympanic membrane. Ability to focus to fine tune the view. Greater tip retention and easier tip removal.	719-WAL	Wall Bracket for Universal Desk Charger (US Only)	v20867.jpg	https://secure.ndc-inc.com/AIMImage/iv20867.jpg	WEL 719-WAL	ea	74.5300	0		14-21 Days	1	Diagnostic Instruments	27	Illuminators	243	Otoscopes	N	N
AIM	10178274	279	94	Omnimed, Inc.	10019474	OMNIMED BEAM® 1" MOLDED BINDERS	Provides excellent chart storage for acute, sub-acute and home health.  1" ring capacity holds 250+ sheets.  Guaranteed for 3 years and features strong rings and the patented "Twin Hinge" System.  Constructed using a tripolymer molded process for extra strength and durability.  Comes in 3 Rings.  Specify color when ordering: Blue, Med. Blue, Burgundy, Lilac, Seafoam Green.	205002-BU	Molded Binder 1" Cap S/O Burgundy	i12936.jpg	https://secure.ndc-inc.com/AIMImage/i12936.jpg		ea	12.3000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	651	Chart Holders/Racks	N	N
AIM	10185163	29	10	American Diagnostic Corporation	10020344	ADC ADSCOPE™ 615 PLATINUM PROFESSIONAL EDITION	Combines the acoustic response of a traditional bell and diaphragm into a convenient one-sided chestpiece. New gasketed diaphragm enables the scope to achieve multi-frequency response simply by altering pressure. Light pressure produces bell-type low frequency response. Firm pressure will produce diaphragm-type high frequency performance. New ovoid shaped chestpiece improves ergonomics. Chestpiece made from lightweight zinc alloy plated with an attractive satin finish. Non-chill diaphragm retaining rim for patient comfort. Large bore stainless steel binaurals in satin finish. Double leaf internal spring fixed at 15° angle for greater comfort. Reinforcing yoke molded into flexible 22" PVC "Y" tubing. Adsoft™ deluxe PVC eartips in small and large size for the ultimate in wearing comfort and acoustic seal. Spare diaphragm included. Scope ID Tag included. Weighs 5.35 oz. Overall length 30.5". Lifetime Warranty.	615RB	Multifrequency Scope, Royal Blue	i12593.jpg	https://secure.ndc-inc.com/AIMImage/i12593.jpg	ADC 615RB	ea	40.4900	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	258	Stethoscopes	N	N
AIM	10212907	159	52	GF Health Products, Inc.	10024932	GRAHAM FIELD GRAFCO® MACINTOSH STANDARD BLADE		1196#3	Standard Blade, #3 Medium Adult				ea	18.5500	0		Mfr. Direct	1	Diagnostic Instruments	27	Illuminators	249	Laryngoscopes	N	N
AIM	10363703	153	10000374	GE Healthcare Technologies	10039349	GE MEDICAL LOGIQ ULTRASOUND & ACCESSORIES		H42792LB	LOGIQ P9 Stress Echo (DROP SHIP ONLY) (Continental US Only) (Not Available to Vet or Government Markets) (Pricing Listed is an Estimate and may Change without Prior Notification; Please Contact your GE Sales Rep for an Accurate Price Quote) 			GEM H42792LB	ea	1575.6000	0		Drop Ship Only	1	Diagnostic Instruments	30	Ultrasound	272	Accessories/Supplies	N	N
AIM	10375693	1130	10001352	Gentell	10042676	GENTELL ADVANCED WOUND CARE PRODUCTS		GEN-13220	Calcium Alginate, Ag (Silver), 2" x 2", Dressing, 50/cs			GTL GEN-13220	cs	99.4900	0		14-21 Days	19	Skin And Wound Care	162	Wound Cleansers/Fillers	0		N	N
AIM	10251631	191	261	Cardinal Health	10029781	CARDINAL HEALTH CHEMOPLUS™ CHEMO WASTE BAGS	An economical means to dispose of your soft goods associated with the chemotherapy process. These soft goods include gowns, gloves, head covers, shoe covers, low lint towels and masks.	CT2100	Chemo Soft Waste Bag, Yellow, 20 Gal, 4 Mil, 100/cs (Continental US Only)			KEN CT2100	cs	100.7700	3		Stock Item	5	Housekeeping And Janitorial Products	52	Can Liners/bags	501	Biohazard	N	N
AIM	10296522	530	10000685	Cytiva	10034075	CYTIVA VIVASPIN™ SAMPLE CONCENTRATORS	Vivaspin provides fast, nondenaturing concentration of biological samples by membrane ultrafiltration.  The entire process is carried out in a single tube ensuring convenient sample handling and reduced sample loss.  Recovery of the target molecule typically exceeds 95%.  Patented dead-stop technology ensures that samples cannot be concentrated to dryness.  The vertical polyethersulfone membrane minimizes membrane blockage and tolerates high flow rates.	28-9322-47	Concentrator, PES Membrane, 2ml, 10 kDa MWCO, 25/pk (Ships on ice)	v20685.jpg	https://secure.ndc-inc.com/AIMImage/iv20685.jpg	GBS 28-9322-47	pk	170.0800	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	639	Tubes/Vials/Cuvettes	N	N
AIM	10362922	122	10000117	Dukal Corporation	10041298	DUKAL UNIPACK PERSONAL PROTECTION		PK-F050T-S	Foamies Protective Eyewear, Small, Tinted Lens, 50/bx, 10 bx/cs	v22786.jpg	https://secure.ndc-inc.com/AIMImage/iv22786.jpg	DUK PK-F050T-S	cs	330.0000	1		Stock Item	15	Protective Apparel 	132	Apparel	0		N	N
AIM	10233255	180	10000061	InSource, Inc.	10006047	INSOURCE INJECTABLES, PHARMACEUTICALS, VACCINES & BIOLOGICALS		9087936	Depo-Medrol Inj SDV with Pres 80mg/mL 1ml/vl (Call to verify pricing before ordering)				ea	18.9100	0	Last Updated 02/13/18	Mfr. Direct	14	Pharmaceuticals/OTC	127	Injectables	800	Vaccines	N	N
AIM	10147274	41	79	B Braun Medical, Inc.	10015417	B BRAUN VENTED NEEDLES		415072	Lateral Flow Vented Needle, Vented Piercing Pin, Specifically Designed to Minimize Drug Foaming During the Reconstitution Process, Luer Lock Connector, DEHP & Latex Free (LF), 100/cs (Rx) (Continental US+HI Only)	i80946.jpg	https://secure.ndc-inc.com/AIMImage/i80946.jpg	BBR 415072	cs	61.7000	0		Stock Item	11	Needles & Syringes	107	Needles	707	Specialty	Y	N
AIM	10304977	60	2	Symmetry Surgical, Inc.	10022146	SYMMETRY SURGICAL AARON DISPOSABLE ARTHROSCOPIC ELECTRODES		AR03	Electrode, Arthroscopic Menisectomy, Sterile, 5/bx			AAR AR03	bx	149.0300	0		14-21 Days	21	Surgery/Minor Procedure	180	Electrosurgery	883	Electrodes/Grounding Pads/Tips	N	N
AIM	10222895	500	10000647	Encompass Group/Textiles & Interiors	10026660	ENCOMPASS ADULT PATIENT APPAREL		45890-TAH	Gown, Diagnostic, Three-Armhole, Heather Blue 12/dz				dz	131.4000	0		Mfr. Direct	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	765	Patient Gowns & Pajamas 	N	N
AIM	10241683	530	10000685	Cytiva	10028326	CYTIVA MEMBRANE FILTER PAPERS	Offers accurately controlled pore size distribution and higher strength and flexibility, which ensure reproducibility and consistency. Filter range includes pore size from 0.915 to 12 µm with a wide selection of membrane filters. Sterile and autoclave packs are available for specialized applications. Colored and gridded types are also available.	7182-002	Filter Circles, 25mm Dia, Cellulose Nitrate, 0.2µm Pore Size, Plain White, 100/pk	v20748.jpg	https://secure.ndc-inc.com/AIMImage/iv20748.jpg	GBS 7182-002	pk	128.7700	0		14-21 Days	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1031	Membrane Filters	N	N
AIM	10308317	49	209	BD	10035346	BD CAREFUSION GEMINI® PRIMARY INFUSION SET		2420-0500	Infusion Set, Needle-Free System, 20 drops/ml, (2) SmartSite® Valve Y Ports, (1) Roller Clamp, (1) Back-Check Valve, (1) Male Luer, Latex-Free, 20/cs (100 cs/plt) (Continental US Only) (Drop Ship Requires Pre-Approval)			CRF 2420-0500	cs	98.3400	16		Stock Item	8	IV Products	77	IV Sets	580	Specialty Sets	N	N
AIM	10138793	164	28	Hartmann USA, Inc.	10013694	HARTMANN USA AC-TAPE PLUS® LF ADHESIVE TAPE	All-cotton, latex free tape that provides superior support, compression and fixation. Perfect for a variety of applications especially athletic conditions. All-cotton elasticity allows it to conform to every contour yet stay securely in place. Wide core and finished, feathered edges.	64410000	Adhesive Tape, 4" x 5 yds, 6 rl/bx, 6 bx/cs	i10417.jpg	https://secure.ndc-inc.com/AIMImage/i10417.jpg	HAR 64410000	cs	127.9400	0		14-21 Days	19	Skin And Wound Care	163	Tapes	978	Stretch/Elastic	N	N
AIM	10112685	397	334	Hillrom	10019982	WELCH ALLYN HARVEY DELUXE DOUBLE & TRIPLE HEAD STETHOSCOPES	The Harvey™ DLX Stethoscope is our most prestigious and durable model with dual-lumen PVC tubing, brass chestpieces and binaurals, and triple-leaf binaural springs.  Optimized for listening to higher frequency and critically important sounds like murmurs, clicks, and ejection sounds.  Provides clear transmission of the first and second heart sounds.  Ideally sized bell bridges intercostal space between the ribs.   Tightly constrained diaphragm provides superior response at large frequencies.  Additional corrugated diaphragm for detecting mid-range and low frequencies.	5079-326	Harvey Deluxe Double Head Stethoscope, Burgundy, 28" (US Only)	i24798.jpg	https://secure.ndc-inc.com/AIMImage/i24798.jpg	WEL 5079-326	ea	735.2600	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	258	Stethoscopes	N	N
AIM	10343899	1020	10001220	Cables and Sensors	10039551	CABLES AND SENSORS ECG TRUNK CABLES		TM-STE50	ECG Trunk Cable, Long Trunk, 3/5 Leads, Draeger Compatible w/ OEM: 3368391, 5950192, 5950196 (DROP SHIP ONLY) (Freight Terms are Prepaid & Added to Invoice - Contact Vendor for Specifics)	v19612.jpg	https://secure.ndc-inc.com/AIMImage/iv19612.jpg	CAB TM-STE50	ea	233.3300	0		Drop Ship Only	1	Diagnostic Instruments	25	Cardiology	229	ECG Accessories	N	N
AIM	10370318	295	10000422	Pfizer, Inc.	10042020	PFIZER FUROSEMIDE INJECTABLE		00409610210	Furosemide Injection, USP, 10 mg/ml, 10 ml Vial, Single Dose, Glass Fliptop Vial, 25/bx (Rx) (We must have your Wholesale Drug License on File before shipping this product) (US Only, Excluding IN and ND) (Limited supply with estimated recovery of 1Q 2023)			PFZ 00409610210	bx	176.2500	0		14-21 Days	1071	Pharmaceutical/RX	1068	Injectables	0		Y	N
AIM	10178256	279	94	Omnimed, Inc.	10013871	OMNIMED BEAM® ELITE WALL DESKS	Features solid wood frames with smooth rounded corners in natural oak or rich cherry finish. Increase patient/resident chart confidentiality and security with your choice of lock systems. Push button keyless entry lock provides endless combination options and the standard flat key lock offers durability and economy. Desk conveniently holds two charts and the large writing surface provides sample space for point-of-care record keeping or medication administration. Available with self-close and manual close door styles.	291533OAK	Wall Desk, Single Size, Self Close, Flat Key, Oak	i12983.jpg	https://secure.ndc-inc.com/AIMImage/i12983.jpg		ea	414.9000	0		Mfr. Direct	10	Equipment & Furniture	100	Miscellaneous	678	Wall Desks/pockets/brackets	N	N
AIM	10209916	448	10000598	BR Surgical, LLC	10024368	BR SURGICAL VASECTOMY FORCEPS		BR66-10605	Vasectomy Piercing Forcep, 4¾"	i85293.jpg	https://secure.ndc-inc.com/AIMImage/i85293.jpg		ea	83.0100	0		Mfr. Direct	7	Instruments	67	Urology	569	General/Miscellaneous	N	N
AIM	10300292	853	10001011	ASE Technology, Inc	10034438	ASE DIRECT CANON CARTRIDGES		1557A002BA	(Brand Name) Cartridge Fax Laser 2050 / 2060 / L3500 / L4000 / L4500 / Image Class 1100 PAGE FIELD 2500 1-160 gm ctg/ctn				ea	66.2000	0	Brand Name Pricing	Mfr. Direct	10	Equipment & Furniture	104	Office Furniture	1069	Software/Office Services	N	N
AIM	10300328	62	40	Brewer Company	10034532	BREWER FLEX™ ACCESS EXAM TABLE		5800-25	FLEX Access Exam Table, Power Back,  Saddle, 68 L x 33 W x 38 H, 500 lbs				ea	5475.2300	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	696	Exam 	N	N
AIM	10368220	876	10001057	Kimberly-Clark Professional	10041814	KIMBERLY-CLARK ICON™ DISPENSERS & FACEPLATES		58731	Toilet Paper Dispenser, Coreless, Standard Roll, 2 Roll, Vertical, with Cherry Blossom Design Faceplate, 1 Dispenser and Faceplate/cs (DROP SHIP ONLY)			KCP 58731	cs	46.5200	0		Drop Ship Only	5	Housekeeping And Janitorial Products	50	Dispensers/Paper Products	0		N	N
AIM	10068906	310	107	Profex Medical Products	10004273	PROFEX PRESSURE RELIEF OR/OB CUSHIONS		206C	Sectional Superior Foam Cushion, Permanently Hinged, Up to 78"L x 20"W, Non-Conductive, Blue Nylon, 2"				ea	484.5000	0		Mfr. Direct	4	Extended Care/Home Health	41	Beds & Bedding	464	Positioners/Cushions	N	N
AIM	10069991	310	107	Profex Medical Products	10004347	PROFEX OPERATING ROOM (O.R.) SAFETY BELTS	50” long with 20” straps.	318-6	Safety Belt, 6" Wide, Leather Strap & Roller Buckle				ea	107.1800	0		Mfr. Direct	21	Surgery/Minor Procedure	183	Miscellaneous	896	Miscellaneous Products	N	N
AIM	10174667	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10018887	MEDTRONIC REUSABLE SENSORS	For spot checks or short-term monitoring. Non-sterile and easy-to-use design. Built-in shielding protects signal from electronic noise. High quality LEDs maximize tracking capabilities. Sensor head design optimizes signal and shields detector from ambient light.	DS100A-1	DuraSensor Adult Finger Clip Sensor, 1/bx (Continental US Only)	i10822.jpg	https://secure.ndc-inc.com/AIMImage/i10822.jpg	MAL DS100A-1	bx	156.0500	11		Stock Item	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	263	Pulse Oximeter Accessories	N	N
AIM	10240815	530	10000685	Cytiva	10028310	CYTIVA CELLULOSE FILTER PAPERS	Whatman filter papers are world-renowned as the standard for laboratory filtration and are associated with quality, reliability and customer service. Manufactured from high-quality cotton linters, which have been treated to achieve a minimum alpha cellulose contact of 98%. Used for general filtration and exhibit particle retention levels down to 2.5 µm. Used in qualitative analytical techniques to determine and identify materials. Offers a wide choice of retention/flow rate combinations to suit numerous laboratory applications. The different groups of cellulose filters offer increasing degrees of purity, hardness and chemical resistance. Prepleated filters are also available, which give improved flow rate and increased loading capacity compared to equivalent flat filters.	1002-185	Filter Circles, 185mm Dia, Grade 2, 100/pk	v20714.jpg	https://secure.ndc-inc.com/AIMImage/iv20714.jpg	GBS 1002-185	pk	36.4700	12		Stock Item	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1029	Cellulose Filters	N	N
AIM	10246701	580	10000711	Fabrication Enterprises, Inc.	10028658	FABRICATION WAXWEL™ PARAFFIN HEAT THERAPY		11-1600	Paraffin Bath with 6 lb Unscented Paraffin Plus Liners, Mitt & Bootie  (030266)	v14357.jpg	https://secure.ndc-inc.com/AIMImage/iv14357.jpg	FAB 11-1600	ea	64.3100	0	Call for pricing	Mfr. Direct	12	Orthopedic & Physical Therapy	113	Hot/Cold Therapy	732	Equipment	N	N
AIM	10248001	596	10000721	Kinsman Enterprises, Inc.	10028933	KINSMAN PERSONAL CARE PRODUCTS		92030	Mirror with Telescopic Handle (DROP SHIP ONLY)			KNE 92030	ea	11.2800	0		Drop Ship Only	4	Extended Care/Home Health	45	Miscellaneous	489	Misc. Patient stuff	N	N
AIM	10314852	894	10001076	Globe Scientific, Inc.	10036300	GLOBE SCIENTIFIC PIPETTE TIPS		152143	Routine Pipette Tip, Universal, 1 - 200uL, Yellow, 1000/bg			GLS 152143	bg	16.2400	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	643	Pipettes/Droppers/Tips	N	N
AIM	10237016	142	243	Ethicon - Suture	10008980	ETHICON MERSILENE™ POLYESTER FIBER SUTURES	Mersilene polyester fiber suture provides precise, consistent suture tension. They minimize breakage and virtually eliminate the need to remove irritating suture fragments post-operatively. Frequent uses: general soft tissue approximation and/or ligation, including use in cardiovascular, ophthalmic and neurological procedures.	R749G	Suture, Micropoint Spatula, Size 11-0, 8", Green Monofilament, Needle TG160-4-3M TG160-4-3M, ½ Circle, 1 dz/bx (Continental US Only)			ETH R749G	bx	1380.2000	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10115932	60	2	Symmetry Surgical, Inc.	10010914	SYMMETRY SURGICAL SMOKE SHARK™ II SMOKE EVACUATOR	A light-weight, ultra-quiet and compact design allowing for simplified operation and storage. The Smoke Shark II minimizing exposure to smoke plume during electrosurgical procedure increasing facility safety and reducing hazardous risk. Covered 3-port, 4-phase, filter design provides versatile accessory and procedure setup while decreasing risk of cross contamination. The Smoke Shark II Smoke Evacuator includes a standard two year manufacturer warranty.	SETW	Tube, 7/8" x 6", Wand & Tip, Non-Sterile, 24/bx	i66767.jpg	https://secure.ndc-inc.com/AIMImage/i66767.jpg	AAR SETW	bx	247.0800	5		Stock Item	21	Surgery/Minor Procedure	180	Electrosurgery	881	Smoke Evacuation 	N	N
AIM	10275660	73	226	MicroCare, LLC	10016661	CERTOL SHIELD HIGH EFFICIENCY FACE MASK	Shield is a disposable pleated surgical face mask with a flexible nose piece and chin piece that enable the mask to conform to the face creating a positive facial lock.	PFLEL8	Positive Facial Lock Mask with Earloops, 8", 50/bx, 6 bx/cs (To Be DISCONTINUED)			CER PFLEL8	cs	285.7300	2		Stock Item	15	Protective Apparel 	132	Apparel	753	Masks	N	N
AIM	10235338	29	10	American Diagnostic Corporation	10019770	ADC PRO'S COMBO IV FANNY PACK KIT	Premium aneroid manometer with black enamel finish that exceeds ANSI SP10 specifications for accuracy and is backed by a 20 year calibration warranty.  Adcuff™ nylon cuff with ADC's proprietary Size Guide™ marking system prevents mis-cuffing.  Color matched to the scope and case.  Color coordinated matching professional Adscope™ 641 Sprague type stethoscope with ADC proprietary valve mechanism and gasket sealed system.  Color coordinated Medicut™ 7 1/4" shears with one serrated edge.  Adlite™ disposable diagnostic penlight.  Color matched 600 denier nylon fanny pack with 3 zippered compartments, 2 interior mesh pockets, and elastic restraining straps.  Measures 10 1/4" x 6" x 3".  Five year quality performance guarantee on Sprague, 20 year calibration warranty, and three year warranty on Adcuff™ inflation system.  Assembled, inspected, and packaged in the U.S.A. from foreign components.	769-641-11ARB	Pros Combo IV Fanny, Royal Blue, Latex Free (LF)	i87059.jpg	https://secure.ndc-inc.com/AIMImage/i87059.jpg		ea	37.3800	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	256	Blood Pressure	N	N
AIM	10219119	250	10000261	Molnlycke Health Care US, LLC	10026113	MOLNLYCKE BIOGEL® SKINSENSE® GLOVES	Recommended for use in all surgeries or surgeries where latex allergies are a concern for patients or clinicians. Powder-free, sterile and non-latex polychloroprene glove with Biogel® coating on the inner surface. They reduce the possibility of glove-related latex protein sensitization because they are made from a synthetic elastomer. Appropriate for use in the presence of cytotocis agents, unless otherwise specified by the chemical manufacturer's guidelines. Beaded cuff for added security.	31455	Surgical Glove, Size 5½, Sterile, Non-Latex, Powder Free (PF), 50/bx, 4 bx/cs (42 cs/plt)	i65009.jpg	https://secure.ndc-inc.com/AIMImage/i65009.jpg	MOL 31455	cs	420.0000	0		Stock Item	3	Gloves	35	Nitrile/Synthetic	445	Sterile	N	N
AIM	10302881	191	261	Cardinal Health	10034673	CARDINAL HEALTH MONOJECT™ SAFETY HYPODERMIC NEEDLES	This safety hypodermic needles is a hinged safety device designed to protect healthcare workers from exposure to needle-stick injuries.  The safety shield is integrated into the needle assembly. The double-lock, hinged arm technology encompasses the needle for enhanced safety.  The bevel orientation enables deliver of low-angle injections.	1182010	Safety Needle Only, 20G x 1", 100/bx, 8 bx/cs (Continental US Only)			KEN 1182010	cs	156.1500	0		14-21 Days	11	Needles & Syringes	107	Needles	706	Safety	N	N
AIM	10275750	372	203	TIDI Products, LLC	10035003	TIDI FITTED STRETCHER SHEET		950562	Fitted Stretcher Sheet, 40" x 89", Blue, Non-Woven, Non-Sterile, Latex Free (LF), 25/cs			TID 950562	cs	76.2000	0		14-21 Days	13	Patient Care & Exam Room Supplies	125	Miscellaneous	794	Stretcher Sheets	N	N
AIM	10336274	1105	10001313	Optimal	10038546	OPTIMAL PHYSIO-CONTROL LIFEPAK® CR2 DEFIBRILLATOR ACCESSORIES		11250-000178	LIFEPAK® CR2, Replacement Handle Kit (DROP SHIP ONLY)			PHC 11250-000178	ea	27.6000	0		Drop Ship Only	1	Diagnostic Instruments	25	Cardiology	235	AED/Defib/Accessories	N	N
AIM	10091533	248	88	Integra Miltex	10007190	MILTEX STRATTE NEEDLE HOLDER	Double curved jaws and bent shanks.	8-102	Stratte Needle Holder, 9"				ea	183.7100	0		Mfr. Direct	7	Instruments	73	General Surgery	558	Needle Holders	N	N
AIM	10218808	41	79	B Braun Medical, Inc.	10015421	B BRAUN CHEMO DISPENSING PIN		412003	Chemo Dispensing Pin, Security Clip For Attachment to Standard 20mm Rubber-Stoppered Vials, DEHP & Latex Free (LF), 50/cs (Rx) (Continental US+HI Only)			BBR 412003	cs	162.7700	2		Stock Item	8	IV Products	77	IV Sets	579	Transfer/Dispensing 	Y	N
AIM	10068236	279	94	Omnimed, Inc.	10019857	OMNIMED BEAM® PREPRINTED POLY DIVIDER SETS	Complete choice of side opening preprinted styles.  All dividers are foil hot-stamped.  Side open are 7 hole punched, top open are 5 hole punched, collated, and wrapped.  Compatible with other charting systems.  Made of heavy guage polyethylene plastic.  Virtually indestructible and easily wiped clean.	220917	Top Open Chart Divider, 14 Preprinted Tabs	i09669.jpg	https://secure.ndc-inc.com/AIMImage/i09669.jpg		set	15.0000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	651	Chart Holders/Racks	N	N
AIM	10289240	563	10000701	BSN Medical/Jobst	10033525	BSN MEDICAL JOBST® ULTRASHEER COMPRESSION STOCKINGS	Seamless circular knitted for a soft, silky look and comfortable feel. Reciprocated heel and toe for better fit and durability. Maternity styles provide a little "extra" for the mother-to-be. Assorted colors. Available in knee high, thigh high and pantyhose styles.	119694	Compression Stocking, Thigh High, 20-30 mmHG, Closed Toe, Lace, Espresso, Large			BSN 119694	pr	62.3300	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10305613	245	111	Midmark Corporation (Ritter Medical)	10034445	MIDMARK SYNTHESIS™ MOBILE TREATMENT CABINET		M51D.798.KCN	Mobile Treatment Cabinet, (5) 4" Drawers, 18" Deep, 4" Casters with Locks, Kydex, Contour Profile, Path, Woodgrain				ea	1699.0000	0		Mfr. Direct	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10332334	705	10000865	AcuGuard Corporation	10038120	ACUGUARD PROTECH MEDICAL RADIOGRAPHIC PROTECTION GLOVES	Protech's Radiation Protection gloves are made with Dry Natural Rubber (DNR) and are thus Latex-Free.  Gloves are available in three different types of varied levels of protection - RR1, RR2 & RR3.  Gloves are Leaded and Powder-Free.  Micro-Rough finished.  Gray colour.	RR375	Surgical Gloves, Leaded, Radiation Protection, RR3, Size 7.5, Powder-Free, Sterile, 5 pr/bx	v14906.jpg	https://secure.ndc-inc.com/AIMImage/iv14906.jpg	ACU RR375	bx	203.0000	0		14-21 Days	3	Gloves	38	Specialty	446	Chemo	N	N
AIM	10361574	1084	10001289	Safetec of America	10041142	SAFETEC CHEMOTHERAPY SPILL KIT	Protect and clean up spills involving cytotoxic therapy drugs.  This kit features Green-Z® solidifier to solidify and contain hazardous chemical spills for quick and easy clean-up and disposal with minimal exposure.  Each kit contains:  Nitrile Chemotherapy Gloves (2 pairs), Full-Face Safety Shield, Chemotherapy Gown, Green-Z® Solidifier (21g Pouch), Scoop & Scraper, Wiper Pads (2), Shoe Covers (non-slip), Yellow Biohazard Waste Bag (33 gallon), Twist tie, Identification tag, Instruction Card, and Caution Sign.	49725	Kit, Chemotherapy Spill (poly bag), 12 kt/cs (Available to Continental US & Canada dealers only)			SOA 49725	cs	203.6200	2		Stock Item	18	Safety And Emergency	150	Spill Management	849	Kits	N	N
AIM	10093671	248	88	Integra Miltex	10007888	MILTEX FANSLER OPERATING SPECULUM		28-50	Operating Speculum, Slotted Tube, 2 3/8"L x 1 3/8" O.D.				ea	488.5400	0		Mfr. Direct	7	Instruments	73	General Surgery	554	Specialty	N	N
AIM	10303830	62	40	Brewer Company	10013208	BREWER ACCESS™ EXAM TABLE	Spacious, secure and adjustable patient step. Large abundant storage for supplies. Versatile pass-Through back drawers that open from both sides of the table. Reversible outlets that can be easily positioned on the right or left side. Comfortable, easy to clean upholstery. Smooth, quiet pneumatic cylinder for effortless positioning.	5000-30	Access  Exam Table, Pneumatic Back - Ivy				ea	1525.0400	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	696	Exam 	N	N
